Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Tensile Strength at Yield,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
NORYL™ Resin,GFN2L - Asia,Polyphenylene Ether + PS,PPE+PS,1.23,98.0,5570.0,142.0,,,11.0
NORYL™ Resin,GFN3F - Americas,Polyphenylene Ether + PS,PPE+PS,1.29,,8710.0,183.0,8500.0,,8.7
NORYL™ Resin,HM3020H - Asia,Polyphenylene Ether + PS,PPE+PS,1.33,115.0,7940.0,147.0,,,18.0
NORYL™ Resin,HN731A - Americas,Polyphenylene Ether + PS,PPE+PS,1.06,55.0,2200.0,,2300.0,,9.2
NORYL™ Resin,HNA055 - Americas,Polyphenylene Ether + PS,PPE+PS,1.08,67.0,2490.0,,2400.0,,6.2
NORYL™ Resin,HNA055 - Asia,Polyphenylene Ether + PS,PPE+PS,1.08,67.0,2490.0,,2400.0,,6.2
NORYL™ Resin,LS6010 - Americas,Polyphenylene Ether + PS,PPE+PS,1.11,64.0,2360.0,,2440.0,,5.6
NORYL™ Resin,N1050 - Asia,Polyphenylene Ether + PS,PPE+PS,1.1,63.0,2530.0,98.0,,,17.0
NORYL™ Resin,N1250 - Asia,Polyphenylene Ether + PS,PPE+PS,1.1,75.0,2530.0,,2620.0,,
NORYL™ Resin,N1900 - Asia,Polyphenylene Ether + PS,PPE+PS,1.08,40.0,2260.0,68.0,,,30.0
NORYL™ Resin,N300X - Asia,Polyphenylene Ether + PS,PPE+PS,1.1,75.0,2520.0,112.0,2220.0,,
NORYL™ Resin,N850 - Americas,Polyphenylene Ether + PS,PPE+PS,1.13,66.0,2600.0,,2950.0,,14.0
NORYL™ Resin,N850 - Asia,Polyphenylene Ether + PS,PPE+PS,1.13,66.0,2600.0,,2950.0,,14.0
NORYL™ Resin,NC208,Polyphenylene Ether + PS,PPE+PS,1.14,78.0,4900.0,117.0,,,
NORYL™ Resin,NC212 - Asia,Polyphenylene Ether + PS,PPE+PS,1.16,83.0,6080.0,125.0,,,
NORYL™ Resin,NH4030B - Europe,Polyphenylene Ether + PS,PPE+PS,1.11,54.0,2380.0,,2430.0,,18.0
NORYL™ Resin,NH5020 - Asia,Polyphenylene Ether + PS,PPE+PS,1.11,80.0,2980.0,,3050.0,,9.8
NORYL™ Resin,NH6010B - Americas,Polyphenylene Ether + PS,PPE+PS,1.11,64.0,2360.0,,2440.0,,5.6
NORYL™ Resin,NH6020 - Americas,Polyphenylene Ether + PS,PPE+PS,1.14,77.0,2680.0,,2740.0,,14.0
NORYL™ Resin,NH6020 - Europe,Polyphenylene Ether + PS,PPE+PS,1.14,77.0,2680.0,,2740.0,,14.0
NORYL™ Resin,NHP8000VT3,Polyphenylene Ether + PS,PPE+PS,1.1,66.8,2600.0,108.0,2490.0,,12.0
NORYL™ Resin,PKN4752F - Americas,Polyphenylene Ether + PS,PPE+PS,1.08,86.0,3150.0,,3000.0,,
NORYL™ Resin,PKN4775F - Americas,Polyphenylene Ether + PS,PPE+PS,1.05,51.0,2160.0,,2120.0,,15.0
NORYL™ Resin,PN235 - Americas,Polyphenylene Ether + PS,PPE+PS,1.05,37.0,1820.0,,,,
NORYL™ Resin,PPO534 - Asia,Polyphenylene Ether + PS,PPE+PS,1.08,72.0,2590.0,104.0,,,
NORYL™ Resin,PVX1201 - Americas,Polyphenylene Ether + PS,PPE+PS,1.11,60.0,2500.0,,2700.0,,14.0
NORYL™ Resin,PX0844 - Asia,Polyphenylene Ether + PS,PPE+PS,1.06,49.0,2240.0,,,,
NORYL™ Resin,PX1134 - Europe,Polyphenylene Ether + PS,PPE+PS,1.06,40.0,1900.0,,2100.0,,
NORYL™ Resin,PX1390 - Americas,Polyphenylene Ether + PS,PPE+PS,1.06,62.0,2270.0,,2122.117856,,
NORYL™ Resin,PX2630 - Asia,Polyphenylene Ether + PS,PPE+PS,1.06,48.0,2090.0,76.0,,,3.8
NORYL™ Resin,PX9406P - Asia,Polyphenylene Ether + PS,PPE+PS,1.1,73.0,2350.0,99.0,,,3.9
NORYL™ Resin,SE1GFN2 - Asia,Polyphenylene Ether + PS,PPE+PS,1.23,,5600.0,,6400.0,,3.5
NORYL™ Resin,V0150B - Asia,Polyphenylene Ether + PS,PPE+PS,1.11,70.0,2400.0,,2500.0,,3.5
NORYL™ Resin,ZM3242C - Asia,Polyphenylene Ether + PS,PPE+PS,1.35,,5000.0,,,,27.0
NORYL PPX™ Resin,PPX630F - Americas,Polyphenylene Ether + PS + PP,PPE+PS+PP,1.19,79.0,5550.0,,,,2.6
NORYL GTX™ Resin,GTX4610 - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.21,88.0,4600.0,,5000.0,,18.0
NORYL GTX™ Resin,GTX6009 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.12,53.0,2130.0,,,,
NORYL GTX™ Resin,GTX6203 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.25,60.0,4000.0,,4900.0,,20.0
NORYL GTX™ Resin,GTX678 - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.12,58.0,2600.0,,2900.0,,7.8
NORYL GTX™ Resin,GTX679 - Europe,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.24,61.0,4440.0,,4790.0,,16.0
NORYL GTX™ Resin,GTX8110P - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.17,100.0,3400.0,,4500.0,,
NORYL GTX™ Resin,GTX8120P - Europe,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.24,125.0,5000.0,,6800.0,,
NORYL GTX™ Resin,GTX8408 - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.15,87.0,3520.0,,4000.0,,26.0
NORYL GTX™ Resin,GTX870 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.24,117.0,5680.0,166.0,,,
NORYL GTX™ Resin,GTX910 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.11,59.0,2240.0,,,,
NORYL GTX™ Resin,GTX973 - Europe,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.09,60.0,2300.0,,2300.0,,20.0
NORYL GTX™ Resin,GTX974 - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.08,50.0,1900.0,,2000.0,,10.0
NORYL GTX™ Resin,GTX975 - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.25,65.0,4000.0,,4200.0,,15.0
NORYL GTX™ Resin,GTX975 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.25,65.0,4000.0,,4200.0,,15.0
NORYL GTX™ Resin,GTX985 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.25,65.0,4350.0,,4400.0,,16.0
NORYL GTX™ Resin,NX0031 - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.09,50.0,1900.0,,2000.0,,8.0
LNP™ THERMOCOMP™ Compound,Z1C00I,Polyphenylene Ether + PS,PPE+PS,1.06,70.0,2600.0,,2700.0,,
LNP™ THERMOCOMP™ Compound,ZF004 - Europe,Polyphenylene Ether + PS,PPE+PS,1.22,,6000.0,,6350.0,,
LNP™ THERMOCOMP™ Compound,ZFM62P,Polyphenylene Ether + PS,PPE+PS,1.42,,8740.0,120.0,8540.0,,
LNP™ THERMOCOMP™ Compound,ZX08309,Polyphenylene Ether + PS,PPE+PS,1.66,,3200.0,,,,
LNP™ STAT-LOY™ Compound,9X03508,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.31,53.0,3440.0,96.0,4470.0,,
LNP™ STAT-KON™ Compound,ZE002,Polyphenylene Ether + PS,PPE+PS,1.11,,5500.0,,,,
LNP™ LUBRICOMP™ Compound,CGI11XP,"Polystyrene, High Impact",PS (HIPS),1.07,,3100.0,,3300.0,,
LNP™ LUBRICOMP™ Compound,ZFL31XXC - Asia,Polyphenylene Ether + PS,PPE+PS,1.2,,3510.0,103.0,3650.0,,
LNP™ FARADEX™ Compound,ZX93134,Polyphenylene Ether + PS,PPE+PS,1.3,81.0,5300.0,,,,
ANYPOL,CL-1600F,"Polystyrene, Expanded",PS (EPS),0.015,,,,,,
ANYPOL,CL-160LL,"Polystyrene, Expanded",PS (EPS),,,,,,,
ANYPOL,CL-200LL,"Polystyrene, Expanded",PS (EPS),,,,,,,
ANYPOL,SE-160LL,"Polystyrene, Expanded",PS (EPS),0.015,,,,,,
ANYPOL,SE-250LL,"Polystyrene, Expanded",PS (EPS),0.02,,,,,,
SECCO,HIPS-532,"Polystyrene, High Impact",PS (HIPS),1.04,23.0,1900.0,42.0,,,4.5
WOTLON® MPPO,1000-GF10A,Polyphenylene Ether + PS,PPE+PS,1.16,74.0,3860.0,110.0,,,10.0
WOTLON® MPPO,1000-GF3,Polyphenylene Ether + PS,PPE+PS,1.28,115.0,6600.0,165.0,,,8.0
WOTLON® HIPS,5198FR,"Polystyrene, High Impact",PS (HIPS),1.15,24.0,2200.0,38.0,2200.0,,7.0
Shuman PS,810,"Polystyrene, High Impact",PS (HIPS),1.05,,,,,,6.0
Shuman PS,881,"Polystyrene, Medium Impact",PS (MIPS),1.05,,,,,,4.0
Stirolan,AE V0 1.6,"Polystyrene, High Impact",PS (HIPS),1.18,22.0,2300.0,,,,10.0
PRL,PPX-FR4,Polyphenylene Ether + PS,PPE+PS,1.1,48.3,2210.0,72.4,,,35.0
PRL,PPX-FR6,Polyphenylene Ether + PS,PPE+PS,1.1,62.1,2620.0,110.0,,,4.0
PRL,PPX-G15,Polyphenylene Ether + PS,PPE+PS,1.17,82.7,4310.0,121.0,,,1.0
PRL,PPX-GP1-(color)-EN,Polyphenylene Ether + PS,PPE+PS,1.06,55.2,2410.0,89.6,,,4.0
PRL,PPX-GP2,Polyphenylene Ether + PS,PPE+PS,1.05,56.9,2340.0,79.3,,,6.0
PRL,PPX-GP3,Polyphenylene Ether + PS,PPE+PS,1.05,46.9,2210.0,72.4,,,12.0
PRL,PPX-GP3-(color)-EN,Polyphenylene Ether + PS,PPE+PS,1.05,46.9,2210.0,72.4,,,12.0
PRL,PPX-GP5,Polyphenylene Ether + PS,PPE+PS,1.06,62.1,2380.0,,,,2.0
PRL,PPX-GP6,Polyphenylene Ether + PS,PPE+PS,1.06,61.4,2210.0,,,,0.1
Sizzle™,HF,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,,,18.0
Avantra®,8330,"Polystyrene, High Impact",PS (HIPS),1.08,41.0,2760.0,,,,2.5
Veroplas,GW30,"Polystyrene, High Impact",PS (HIPS),1.16,29.6,2050.0,49.0,,,10.0
Veroplas,SK60,"Polystyrene, High Impact",PS (HIPS),1.06,30.3,2450.0,49.0,,,4.0
Cevian®-PS,20,"Polystyrene, General Purpose",PS (GPPS),1.05,43.0,3100.0,84.0,,,10.0
Cevian®-PS,R65,"Polystyrene, High Impact",PS (HIPS),1.04,30.0,2100.0,49.0,,,4.0
POLYCASA®,HIPS Glossy/Matt,"Polystyrene, High Impact",PS (HIPS),1.05,,1850.0,34.0,1730.0,,
POLYCASA®,PS,"Polystyrene, Specialty",PS (Specialty),1.05,,3450.0,85.0,3400.0,,
Diamond,HI-861,"Polystyrene, High Impact",PS (HIPS),1.04,20.6,,39.2,,,4.0
HIVAL®,PS CRY 5108M CL,"Polystyrene, General Purpose",PS (GPPS),1.04,44.5,3100.0,,,,8.0
UNINOR®,PPO Modified,Polyphenylene Ether + PS,PPE+PS,1.08,63.4,2550.0,99.3,2550.0,,
NEFTEKHIM PS,403,"Polystyrene, General Purpose",PS (GPPS),,,,,,,2.0
NEFTEKHIM PS,407,"Polystyrene, General Purpose",PS (GPPS),,,,,,,5.0
NEFTEKHIM PS,410M,"Polystyrene, General Purpose",PS (GPPS),,,,73.0,,,8.0
NEFTEKHIM PS,500,"Polystyrene, General Purpose",PS (GPPS),,,,62.0,,,11.0
NEFTEKHIM PS,500W,"Polystyrene, General Purpose",PS (GPPS),,,,62.0,,,11.0
NEFTEKHIM PS,530B,"Polystyrene, General Purpose",PS (GPPS),,,,80.0,,,5.0
NEFTEKHIM PS,535,"Polystyrene, General Purpose",PS (GPPS),,,,,,,3.3
NEFTEKHIM PS,535B,"Polystyrene, General Purpose",PS (GPPS),,,,,,,2.5
NEFTEKHIM PS,585B,"Polystyrene, General Purpose",PS (GPPS),,,,95.0,,,1.5
NEFTEKHIM PS,680,"Polystyrene, High Impact",PS (HIPS),,,,80.0,,,1.0
NEFTEKHIM PS,825,"Polystyrene, High Impact",PS (HIPS),,,,,,,6.0
NEFTEKHIM PS,825ES,"Polystyrene, High Impact",PS (HIPS),,,,,,,3.8
NEFTEKHIM PS,845E,"Polystyrene, High Impact",PS (HIPS),,,,43.0,,,2.0
NEFTEKHIM PS,95FM,"Polystyrene, General Purpose",PS (GPPS),,,,,,,7.0
Osterlene®,HIPS0302,"Polystyrene, High Impact",PS (HIPS),,24.1,2210.0,47.6,2070.0,,3.0
Osterlene®,HIPS1302,"Polystyrene, High Impact",PS (HIPS),,22.1,2070.0,39.3,2210.0,,13.0
Osterlene®,MIPS131.4,"Polystyrene, Medium Impact",PS (MIPS),,24.8,2340.0,44.8,2480.0,,13.0
FARALLOY®,PS-101,"Polystyrene, High Impact",PS (HIPS),1.15,,1720.0,53.1,,,6.0
ALTECH® PS,A 1000/920 UV NC0001-00,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,3300.0,,
CERTENE™,1400,"Polystyrene, General Purpose",PS (GPPS),1.04,,3030.0,,2380.0,,14.0
CERTENE™,SGM-085,"Polystyrene, General Purpose",PS (GPPS),1.04,44.8,3030.0,,2960.0,,8.0
XYRON™,240Z,Polyphenylene Ether + PS,PPE+PS,1.1,60.0,2700.0,95.0,,,
XYRON™,300H,Polyphenylene Ether + PS,PPE+PS,1.05,45.0,2400.0,79.0,,,
XYRON™,340W,Polyphenylene Ether + PS,PPE+PS,1.07,48.0,2400.0,80.0,,,
XYRON™,340Z,Polyphenylene Ether + PS,PPE+PS,1.1,59.0,2500.0,102.0,,,
XYRON™,400H,Polyphenylene Ether + PS,PPE+PS,1.06,54.0,2500.0,90.0,,,
XYRON™,540V,Polyphenylene Ether + PS,PPE+PS,1.09,65.0,2500.0,102.0,,,
XYRON™,740V,Polyphenylene Ether + PS,PPE+PS,1.09,68.0,2500.0,101.0,,,
XYRON™,744Z,Polyphenylene Ether + PS,PPE+PS,1.1,75.0,2400.0,111.0,,,
XYRON™,G544V,Polyphenylene Ether + PS,PPE+PS,1.4,104.0,10000.0,175.0,,,
XYRON™,G703H,Polyphenylene Ether + PS,PPE+PS,1.28,125.0,9300.0,198.0,,,
XYRON™,VT52Z,Polyphenylene Ether + PS,PPE+PS,1.25,54.0,4100.0,100.0,,,
XYRON™,W5000,Polyphenylene Ether + PS,PPE+PS,1.06,53.0,2300.0,92.0,,,
XYRON™,X332V,Polyphenylene Ether + PS,PPE+PS,1.23,72.0,6600.0,120.0,,,
Edgetek™,ET7600-8022 NHFR RS ASTRAL GREY,Polyphenylene Ether + PS,PPE+PS,1.43,,9020.0,150.0,,,17.0
InElec®,PPOCF20,Polyphenylene Ether + PS,PPE+PS,1.16,,8960.0,162.0,10300.0,,
ColorFast®,FRHIPS,"Polystyrene, High Impact",PS (HIPS),1.1,27.6,2000.0,,,,6.0
ColorFast®,FRPS100,"Polystyrene, High Impact",PS (HIPS),1.08,19.3,1860.0,,,,8.0
ColorFast®,HIPS,"Polystyrene, High Impact",PS (HIPS),1.04,26.9,1930.0,,,,8.0
API II,550,"Polystyrene, High Impact",PS (HIPS),1.04,,1720.0,,2070.0,,8.0
API PS,370,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,2590.0,,2.0
API PS,392,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,2900.0,,12.0
API PS,505 HF,"Polystyrene, Medium Impact",PS (MIPS),1.04,,2100.0,,2000.0,,14.0
API PS,550-HF,"Polystyrene, High Impact",PS (HIPS),1.04,,2140.0,,1860.0,,12.0
PRIMATOP®,PS210300BT,"Polystyrene, General Purpose",PS (GPPS),1.04,49.0,3310.0,,3170.0,,3.0
PRIMATOP®,PS210300WCL,"Polystyrene, General Purpose",PS (GPPS),1.04,49.0,3310.0,,3170.0,,3.0
PRIMATOP®,PS211400BT,"Polystyrene, General Purpose",PS (GPPS),1.04,42.1,3030.0,,2900.0,,14.0
STYRON™,487,"Polystyrene, High Impact",PS (HIPS),1.04,,2280.0,34.0,2000.0,,2.8
STYRON™,498,"Polystyrene, High Impact",PS (HIPS),1.04,,2300.0,61.0,2200.0,,3.5
STYRON™,678D,"Polystyrene, General Purpose",PS (GPPS),1.04,,3480.0,58.0,3100.0,,10.0
STYRON™,695,"Polystyrene, General Purpose",PS (GPPS),1.04,,3240.0,90.0,3170.0,,1.5
STYRON A-TECH™,1175,"Polystyrene, High Impact",PS (HIPS),1.03,,1350.0,27.0,1380.0,,2.8
Americas Styrenics,EA6740,"Polystyrene, High Impact",PS (HIPS),1.04,,1600.0,29.0,1600.0,,3.2
En Chuan,336T,"Polystyrene, General Purpose",PS (GPPS),1.05,28.4,2750.0,,,,22.0
AuroraGuard™,2010GF,Polyphenylene Ether + PS,PPE+PS,1.13,57.0,3790.0,97.0,,,
AuroraGuard™,PPEPS30GF,Polyphenylene Ether + PS,PPE+PS,1.29,114.0,7580.0,172.0,,,
Eastern Ever,SR150(50),"Polystyrene, High Impact",PS (HIPS),1.06,,2010.0,34.3,,,8.0
ESTASTIR,HI 0810 V0,"Polystyrene, High Impact",PS (HIPS),1.17,28.0,2100.0,,,,9.0
ESTASTIR,HI 10 V0,"Polystyrene, High Impact",PS (HIPS),1.17,26.0,2100.0,,,,5.0
Okirol®,E-5F,"Polystyrene, Expanded",PS (EPS),0.015,,,,,,
HYBRANCH,XC-540 HB,"Polystyrene, Specialty",PS (Specialty),1.04,,3300.0,100.0,,,1.7
Delta,IPS 179R Bk,"Polystyrene, High Impact",PS (HIPS),1.04,23.4,2070.0,,,,9.0
Delta,IPS 209R Bk,"Polystyrene, High Impact",PS (HIPS),1.04,23.4,2070.0,,,,8.0
Delta,PPO 501-FRO,Polyphenylene Ether + PS,PPE+PS,1.08,48.3,2480.0,,,,
Deltech PS,Grade 120,"Polystyrene, General Purpose",PS (GPPS),1.05,47.6,3310.0,86.2,3100.0,,1.8
Deltech PS,Grade 140,"Polystyrene, General Purpose",PS (GPPS),1.05,45.5,3310.0,86.2,3100.0,,5.0
CABELEC®,CC6135,"Polystyrene, General Purpose",PS (GPPS),1.2,,,,,,4.0
CERTENE™,SGM-085,"Polystyrene, General Purpose",PS (GPPS),1.04,44.8,3030.0,,2960.0,,8.0
CERTENE™,SGM-140,"Polystyrene, General Purpose",PS (GPPS),1.05,42.1,3030.0,,2900.0,,14.0
CERTENE™,SGM-170,"Polystyrene, General Purpose",PS (GPPS),1.04,,2960.0,,2760.0,,17.0
CP PRYME® Polystyrene,PS100-14M,"Polystyrene, General Purpose",PS (GPPS),1.04,,3170.0,84.1,3100.0,,14.0
Cheng Yu,HIPS IPS600,"Polystyrene, High Impact",PS (HIPS),1.16,,2100.0,35.0,,,11.0
Cheng Yu,IPS620BK,"Polystyrene, High Impact",PS (HIPS),1.05,,,65.0,,,
POLYREX®,PH-88,"Polystyrene, High Impact",PS (HIPS),1.03,26.0,2100.0,37.0,,,
CPDC,HINN00AS,"Polystyrene, High Impact",PS (HIPS),1.06,28.4,42.2,1.47,,,5.0
Peripor®,300 E,"Polystyrene, Expanded",PS (EPS),,,,,,,
Neopor®,2300,"Polystyrene, Expanded",PS (EPS),,,,,,,
Neopor®,5300,"Polystyrene, Expanded",PS (EPS),,,,,,,
Neopor®,F 2200,"Polystyrene, Expanded",PS (EPS),,,,,,,
Neopor®,F 5300 Plus,"Polystyrene, Expanded",PS (EPS),,,,,,,
Neopor®,P 5200,"Polystyrene, Expanded",PS (EPS),,,,,,,
Stat-Tech™,MP-10GF-05CF/000 NH FR BLACK,Polyphenylene Ether + PS,PPE+PS,1.21,,6210.0,117.0,6900.0,,
Bapolene®,6450,"Polystyrene, High Impact",PS (HIPS),,24.1,2240.0,,,,8.0
3DXMAX®,HIPS 3D Filament,"Polystyrene, High Impact",PS (HIPS),1.04,,1620.0,69.0,1140.0,100.0,
King Pearl®,FD-SB,"Polystyrene, Expanded",PS (EPS),,,,,,,
King Pearl®,G-3S,"Polystyrene, Expanded",PS (EPS),,,,,,,
King Pearl®,G-H,"Polystyrene, Expanded",PS (EPS),,,,,,,
Carbo-Rite™,M-2530,"Polystyrene, High Impact",PS (HIPS),1.09,,2070.0,,1360.0,,
Carbo-Rite™,M-530,"Polystyrene, High Impact",PS (HIPS),1.09,24.0,,,940.0,,
BUSTREN®,BS 793 GE,"Polystyrene, High Impact",PS (HIPS),,,,41.0,,,1.5
BUSTREN®,BS 793 GL,"Polystyrene, High Impact",PS (HIPS),,,,41.0,,,3.0
MTEGRITY™ PS High Impact,IS200,"Polystyrene, High Impact",PS (HIPS),1.04,23.4,1650.0,,,,3.0
MTEGRITY™ PS General Purpose,GS218,"Polystyrene, General Purpose",PS (GPPS),1.04,,3310.0,,2550.0,,1.5
TEKAPPO™,JF2,Polyphenylene Ether + PS,PPE+PS,1.06,,2650.0,113.0,,,
EvoSource™,PS 3500,"Polystyrene, High Impact",PS (HIPS),1.05,24.0,,,,,7.0
MARPOL®,PSH 6093,"Polystyrene, High Impact",PS (HIPS),1.04,,,38.6,,,9.0
Ming Dih EPS,LSB,"Polystyrene, Expanded",PS (EPS),1.03,,,,,,
Ming Dih EPS,SB-211,"Polystyrene, Expanded",PS (EPS),1.03,,,,,,
ALCOM® MED PS,1000 AS 14114,"Polystyrene, High Impact",PS (HIPS),1.04,26.0,2300.0,40.0,2200.0,,
POLYFLAM®,SDR 5005 WHITE 81990 HP25,"Polystyrene, General Purpose",PS (GPPS),1.19,30.0,2700.0,50.0,2500.0,,
Network Polymers PS,CPS 80 1800,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,2960.0,,18.0
Network Polymers PS,HIPS 90 0304,"Polystyrene, High Impact",PS (HIPS),,28.4,2240.0,49.0,,,2.4
ICORENE®,N6501,"Polystyrene, High Impact",PS (HIPS),1.04,,,40.0,,,11.0
TexRes,High Impact Polystyrene,"Polystyrene, High Impact",PS (HIPS),1.04,,1930.0,,1590.0,,8.0
TRYCITE™,1003U,"Polystyrene, General Purpose",PS (GPPS),,,,,,,
TRYCITE™,8202,Polystyrene Alloy,PS Alloy,,,,,,,
PROCITE™,DWF Clear LD,"Polystyrene, General Purpose",PS (GPPS),,,,,,,
TotalEnergies Polystyrene,500B,"Polystyrene, General Purpose",PS (GPPS),1.04,,3170.0,84.1,3100.0,,14.0
TotalEnergies Polystyrene,523W,"Polystyrene, General Purpose",PS (GPPS),1.04,,3310.0,82.0,3030.0,,11.0
TotalEnergies Polystyrene,535B,"Polystyrene, General Purpose",PS (GPPS),1.04,,3100.0,96.5,2960.0,,4.0
TotalEnergies Polystyrene,825E,"Polystyrene, High Impact",PS (HIPS),1.04,,2210.0,47.6,2070.0,,3.0
TotalEnergies Polystyrene,Compound 818E,"Polystyrene, Ignition Resistant",PS (IRPS),1.13,,2300.0,,,,8.5
TotalEnergies Polystyrene,Compound 820,"Polystyrene, Ignition Resistant",PS (IRPS),1.13,,2400.0,,,,11.0
Excell-R®,EPS XLR 5350,"Polystyrene, Expanded",PS (EPS),,,,,,,
Excell-R®,EPS XLR 5359SE,"Polystyrene, Expanded",PS (EPS),,,,,,,
TPSC Asia,1450,"Polystyrene, General Purpose",PS (GPPS),1.04,50.0,3300.0,,,,5.0
TPSC Asia,1540,"Polystyrene, General Purpose",PS (GPPS),1.04,45.0,3300.0,,,,12.0
TPSC Asia,3341,"Polystyrene, High Impact",PS (HIPS),1.04,32.0,2300.0,,,,3.0
Trademark PS,GP1300,"Polystyrene, General Purpose",PS (GPPS),1.03,,3100.0,58.6,3100.0,,13.0
Trademark PS,HH180,"Polystyrene, General Purpose",PS (GPPS),1.04,,3140.0,103.0,2920.0,,1.8
STYRON™,686E,"Polystyrene, General Purpose",PS (GPPS),1.04,55.0,3500.0,95.0,,,2.5
STYRON™,CO2RE™ 1173BIO85,"Polystyrene, High Impact",PS (HIPS),1.04,17.0,1510.0,41.0,,,2.0
STYRON™,CO2RE™ 438BIO85,"Polystyrene, High Impact",PS (HIPS),1.04,33.0,2430.0,59.0,,,5.0
STYRON™,CO2RE™ 470BIO85,"Polystyrene, High Impact",PS (HIPS),1.04,26.0,2160.0,49.0,,,3.0
STYRON™,CO2RE™ 687DI30,"Polystyrene, General Purpose",PS (GPPS),1.04,47.0,3250.0,94.0,,,3.5
STYRON A-TECH™,1175,"Polystyrene, High Impact",PS (HIPS),1.04,16.0,1650.0,38.0,1650.0,,2.8
STYRON A-TECH™,1300,"Polystyrene, High Impact",PS (HIPS),1.04,28.0,2010.0,50.0,,,4.5
Yuyao PPO,GFN2-780,Polyphenylene Ether + PS,PPE+PS,1.2,,5500.0,140.0,,,
Yuyao PPO,N120A,Polyphenylene Ether + PS,PPE+PS,1.1,,4000.0,110.0,,,
Yuyao PPO,PX9406-701,Polyphenylene Ether + PS,PPE+PS,1.09,,3200.0,100.0,,,
Yuyao PPO,SE1-80028,Polyphenylene Ether + PS,PPE+PS,1.09,,3200.0,90.0,,,
WDF® PPO/PA,760-AT NC,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.1,,2250.0,95.0,,,20.0
Kangxi®,6515HP-NHV0,Polyphenylene Ether + PS,PPE+PS,1.1,,2000.0,85.0,,,
VAMPSTYR,0023 V0 UV,"Polystyrene, General Purpose",PS (GPPS),1.16,20.0,,,2200.0,,
DELOXEN,P 3010,Polyphenylene Ether + PS + PP,PPE+PS+PP,1.22,65.0,,,6000.0,,
Impressio®,HIPS  E05,"Polystyrene, High Impact",PS (HIPS),1.04,21.0,,38.0,1900.0,,4.0
Extir®,LN 5000,"Polystyrene, Expanded",PS (EPS),0.01,,,,,,
Extir®,VERDI PD VM A2000 AE,"Polystyrene, Expanded",PS (EPS),0.018,,,,,,
Edistir®,ICE R 830D,"Polystyrene, High Impact",PS (HIPS),1.04,17.0,,30.0,1350.0,,3.0
Edistir®,ICE R 930 XP,"Polystyrene, High Impact",PS (HIPS),1.04,17.0,,30.0,1450.0,,2.5
Edistir®,N 3910,"Polystyrene, General Purpose",PS (GPPS),1.05,,,67.0,3200.0,,27.0
Innova,GPPS N 1921,"Polystyrene, General Purpose",PS (GPPS),1.05,,,73.0,3200.0,,21.0
Innova,HIPS R 940D,"Polystyrene, High Impact",PS (HIPS),1.04,,,35.0,1750.0,,3.5
Unigel PS,ClearGel,"Polystyrene, High Impact",PS (HIPS),1.04,35.0,,,2300.0,,5.0
Unigel PS,U285,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3250.0,,2.1
Unigel PS,U286,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,3250.0,,2.4
TYNELOY®,NA3180,Polyphenylene Ether + PS,PPE+PS,1.08,34.5,2210.0,55.2,,,
Laril,13 G/20,Polyphenylene Ether + PS,PPE+PS,1.21,46.9,,,6270.0,,
Laril,13 G/20-V1,Polyphenylene Ether + PS,PPE+PS,1.24,49.6,,,6890.0,,
CALP,9800G-6,"Polystyrene, General Purpose",PS (GPPS),1.42,,2080.0,37.0,,,7.0
LG PS,460AF,"Polystyrene, High Impact",PS (HIPS),1.16,23.0,2160.0,37.3,,,14.0
LG PS,65IHE,"Polystyrene, High Impact",PS (HIPS),1.03,30.4,2170.0,,,,33.0
ALPHALAC,SG970NSU,"Polystyrene, High Impact",PS (HIPS),1.05,36.8,2550.0,57.4,2110.0,,66.0
